PMID	PMCID	TITLE	DOI
32208983		All Feet On Deck-The Role of Podiatry During the COVID-19 Pandemic: Preventing hospitalizations in an overburdened healthcare system, reducing amputation and death in people with diabetes.	
32160122	PMC7068761	All roads lead to coronavirus.	
32277021		Allocation of scarce resources during the COVID-19 pandemic: a Jewish ethical perspective.	
32295662		Allocation of Scarce Resources in a Pandemic: A Systematic Review of U.S. State Crisis Standards of Care Documents.	
32302285		Alternative Care Sites: An Option in Disasters.	
32202041		Alzheimer's Disease Research Enterprise in the Era of COVID-19/SARS-CoV-2.	
32187461		Am I Part of the Cure or Am I Part of the Disease? Keeping Coronavirus Out When a Doctor Comes Home.	
32195687		American Association for Bronchology and Interventional Pulmonology (AABIP) Statement on the Use of Bronchoscopy and Respiratory Specimen Collection in Patients with Suspected or Confirmed COVID-19 Infection.	
32267538		American Geriatrics Society (AGS) Policy Brief: COVID-19 and Nursing Homes.	
32194152		Aminoquinolines Against Coronavirus Disease 2019 (COVID-19): Chloroquine or Hydroxychloroquine.	
32295404		Amiodarone as a possible therapy for coronavirus infection.	
32281755		An account of the first hours of the Covid-19 epidemic at the Nephrology Unit in Lodi (Lombardy).	
32211809		An Acute Respiratory Infection Runs Into the Most Common Noncommunicable Epidemic-COVID-19 and Cardiovascular Diseases.	
32246784		An alteration of the dopamine synthetic pathway is possibly involved in the pathophysiology of COVID-19.	
32290902		An alternative workflow for molecular detection of SARS-CoV-2 - escape from the NA extraction kit-shortage, Copenhagen, Denmark, March 2020.	
32180426		An Analysis of 38 Pregnant Women with COVID-19, Their Newborn Infants, and Maternal-Fetal Transmission of SARS-CoV-2: Maternal Coronavirus Infections and Pregnancy Outcomes.	
32249952		An Analysis of Spatiotemporal Pattern for COIVD-19 in China based on Space-Time Cube.	
32237998		An Assessment of United States Dermatology Practices during the COVID-19 Outbreak.	
32213232		An Effective Model for the Outpatient Management of COVID-19.	
32277773		An Emergency Amendment to the National Scope of Practice for Paramedics in the Setting of a Global Pandemic.	
32296544	PMC7147362	An emergent clade of SARS-CoV-2 linked to returned travellers from Iran.	
32005086	PMC7033706	An emerging coronavirus causing pneumonia outbreak in Wuhan, China: calling for developing therapeutic and prophylactic strategies.	
32240283		An Epidemic in the Midst of a Pandemic: Opioid Use Disorder and COVID-19.	
32257173	PMC7125419	An evidence-based framework for priority clinical research questions for COVID-19.	
32167166		An exclusive 42 amino acid signature in pp1ab protein provides insights into the evolutive history of the 2019 novel human-pathogenic coronavirus (SARS-CoV-2).	
32202420	PMC7099677	An Imperative Need for Research on the Role of Environmental Factors in Transmission of Novel Coronavirus (COVID-19).	
32289263		An Infectious cDNA Clone of SARS-CoV-2.	
32205158	PMC7118616	An integrated response to the impact of coronavirus outbreak on the Emergency Medical Services of Emilia Romagna.	
32087114		An interactive web-based dashboard to track COVID-19 in real time.	
32023775	PMC7011107	An interim review of the epidemiological characteristics of 2019 novel coronavirus.	
32234804		An investigation of transmission control measures during the first 50 days of the COVID-19 epidemic in China.	
32169565		An Invited Commentary on "World Health Organization declares global emergency: A review of the 2019 novel Coronavirus (COVID-19)": Emergency or new reality?	
32253226		An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	
32211279	PMC7089620	An Ounce of Prevention: Coronavirus (COVID-19) and Mass Gatherings.	
32146721		An outbreak of COVID-19 caused by a new coronavirus: what we know so far.	
32237670		An Uncomplicated Delivery in a Patient with Covid-19 in the United States.	
32216962		An update on COVID-19 for the radiologist - A British society of Thoracic Imaging statement.	
32204949	PMC7102616	An update on CT chest findings in coronavirus disease-19 (COVID-19).	
32171622	PMC7102631	An update on the 2019-nCoV outbreak.	
32099934	PMC7029158	An updated estimation of the risk of transmission of the novel coronavirus (2019-nCov).	
32274988		An Urgent Need for "Common Cold Units" to Study Novel Coronavirus Disease (COVID-19).	
32293741		Analysis of 92 deceased patients with COVID-19.	
32092392		Analysis of angiotensin-converting enzyme 2 (ACE2) from different species sheds some light on cross-species receptor usage of a novel coronavirus 2019-nCoV.	
32273135	PMC7136873	Analysis of Characteristics in Death Patients with COVID-19 Pneumonia without Underlying Diseases.	
32216803	PMC7099829	Analysis of clinical characteristics and laboratory findings of 95 cases of 2019 novel coronavirus pneumonia in Wuhan, China: a retrospective analysis.	
32188819		Analysis of COVID-19 infection spread in Japan based on stochastic transition model.	
32211844		Analysis of Epidemiological and Clinical features in older patients with Corona Virus Disease 2019 (COVID-19) out of Wuhan.	
32118640		Analysis of factors associated with disease outcomes in hospitalized patients with 2019 novel coronavirus disease.	
32232979		Analysis of heart injury laboratory parameters in 273 COVID-19 patients in one hospital in Wuhan, China.	
32292689	PMC7102550	Analysis of therapeutic targets for SARS-CoV-2 and discovery of potential drugs by computational methods.	
32233161		Analysis on 54 Mortality Cases of Coronavirus Disease 2019 in the Republic of Korea from January 19 to March 10, 2020.	
32301749		Analytical performances of a chemiluminescence immunoassay for SARS-CoV-2 IgM/IgG and antibody kinetics.	
32266990		Analyzing Situational Awareness through Public Opinion to Predict Adoption of Social Distancing Amid Pandemic COVID-19.	
32124990		Analyzing the epidemiological outbreak of COVID-19: A visual exploratory data analysis approach.	
32151613		And now for something completely different: from 2019-nCoV and COVID-19 to 2020-nMan.	
32302975		Androgen hazards with COVID-19.	
32279934	PMC7146651	Anesthesia Management and Perioperative Infection Control in Patients With the Novel Coronavirus.	
32096692		Anesthesia Procedure of Emergency Operation for Patients with Suspected or Confirmed COVID-19.	
32282614		Anesthetic Management of Endovascular Treatment of Acute Ischemic Stroke During COVID-19 Pandemic: Consensus Statement from Society for Neuroscience in Anesthesiology & Critical Care (SNACC)_Endorsed by Society of Vascular & Interventional Neurology (SVIN), Society of NeuroInterventional Surgery (SNIS), Neurocritical Care Society (NCS), and European Society of Minimally Invasive Neurological Therapy (ESMINT).	
32220557	PMC7102517	Anesthetic Management of Patients Undergoing Aortic Dissection Repair With Suspected Severe Acute Respiratory Syndrome Coronavirus-2 Infection.	
32178954	PMC7102598	Anesthetic Management of Patients With Suspected or Confirmed 2019 Novel Coronavirus Infection During Emergency Procedures.	
32223552		Angiotensin converting enzyme 2 - An ally or a Trojan horse? Implications to SARS-CoV-2 -related cardiovascular complications.	
32264791		Angiotensin Converting Enzyme 2: SARS-CoV-2 Receptor and Regulator of the Renin-Angiotensin System.	
32209811		Angiotensin II for the Treatment of COVID-19-Related Vasodilatory Shock.	
32304747	PMC7158830	Angiotensin Receptor Blockers and 2019-nCoV.	
32129518		Angiotensin receptor blockers as tentative SARS-CoV-2 therapeutics.	
32125455	PMC7079879	Angiotensin-converting enzyme 2 (ACE2) as a SARS-CoV-2 receptor: molecular mechanisms and potential therapeutic target.	
32299780	PMC7118531	Angiotensin-Converting Enzyme 2 as the Molecular Bridge Between Epidemiologic and Clinical Features of COVID-19.	
32266828		ANNALS EXPRESS: Electrolyte Imbalances in Patients with Severe Coronavirus Disease 2019 (COVID-19).	
32255359		ANNALS EXPRESS: On the Clinical Utility of Cardiac Troponin measurement in COVID-19 Infection.	
32252092		Annals Graphic Medicine - Morning Thoughts on Day 7 of COVID-19 Social Isolation.	
32271869		Annals On Call - COVID-19: Is Chloroquine the Answer?	
32227236		Annals On Call - Protecting Health Care Workers From COVID-19.	
32292257	PMC7132434	Annotation: The COVID-19 pandemic and clinical orthopaedic and trauma surgery.	
32269598	PMC7134577	Anosmia and ageusia are emerging as symptoms in patients with COVID-19: What does the current evidence say?	
32237238		Anosmia and ageusia: common findings in COVID-19 patients.	
32298782		Anosmia in a healthcare worker with COVID-19 in Madrid, Spain.	
32089242		Another coronavirus, another epidemic, another warning.	
32212942		Another Day in Dystopia. Italy in the Time of COVID-19.	
31978944		Another Decade, Another Coronavirus.	
32122469		Anti-Chinese sentiment during the 2019-nCoV outbreak.	
32119961	PMC7089605	Anti-HCV, nucleotide inhibitors, repurposing against COVID-19.	
32290847	PMC7154570	Anti-IL6R role in treatment of COVID-19-related ARDS.	
32215589	PMC7099444	Antibodies in Infants Born to Mothers With COVID-19 Pneumonia.	
32221519		Antibody responses to SARS-CoV-2 in patients of novel coronavirus disease 2019.	
32303734		Antibody tests suggest that coronavirus infections vastly exceed official counts.	
32220112		Anticoagulant treatment is associated with decreased mortality in severe coronavirus disease 2019 patients with coagulopathy.	
32222166		Antihypertensive drugs and risk of COVID-19?	
32222167		Antihypertensive drugs and risk of COVID-19?	
32222168		Antihypertensive drugs and risk of COVID-19?	
32222169		Antihypertensive drugs and risk of COVID-19? - Authors' reply.	
32231220	PMC7103897	Antihypertensive treatment with ACEI/ARB of patients with COVID-19 complicated by hypertension.	
32298134		Antiplatelet Therapy Following Percutaneous Coronary Intervention in Patients Complicated by COVID-19: Implications from Clinical Features to Pathological Findings.	
32223073		Antipsoriatic treatments during COVID-19 outbreak.	
32299796		Antirheumatic agents in covid-19: is IL-6 the right target?	
32120929		Antiviral Action of Tryptanthrin Isolated from Strobilanthes cusia Leaf against Human Coronavirus NL63.	
32272550		Antiviral Agents: Discovery to Resistance.	
32293834		ANTIVIRAL TREATMENT OF COVID-19.	
32279675		Application and effects of fever screening system in the prevention of nosocomial infection in the only designated hospital of coronavirus disease 2019 (COVID-19) in Shenzhen, China.	
32219674	PMC7100464	Application of personal-oriented digital technology in preventing transmission of COVID-19, China.	
32292637	PMC7141553	Application of refined management in the prevention and control of coronavirus disease 2019 epidemic in non-isolated areas of a general hospital.	
32181302	PMC7063124	Application of the ARIMA model on the COVID-2019 epidemic dataset.	
32173572		Applications of google search trends for risk communication in infectious disease management: A case study of COVID-19 outbreak in Taiwan.	
32240751		Applying Palliative Care Principles to Communicate with Children about COVID-19.	
32208975		Applying the Lessons of Influenza to Coronavirus During a Time of Uncertainty.	
