#PMID	PMCID	TITLE	LANGUAGE
32215461	PMC7094046	The value of mitigating epidemic peaks of COVID-19 for more effective public health responses.	
32226821	PMC7094090	Research and Development on Therapeutic Agents and Vaccines for COVID-19 and Related Human Coronavirus Diseases.	
32167747	PMC7094171	Evidence of the COVID-19 Virus Targeting the CNS: Tissue Distribution, Host-Virus Interaction, and Proposed Neurotropic Mechanisms.	
32105468	PMC7094172	Structure-Based Stabilization of Non-native Protein-Protein Interactions of Coronavirus Nucleocapsid Proteins in Antiviral Drug Design.	
32209231	PMC7094376	Computers and viral diseases. Preliminary bioinformatics studies on the design of a synthetic vaccine and a preventative peptidomimetic antagonist against the SARS-CoV-2 (2019-nCoV, COVID-19) coronavirus.	
32156607	PMC7094385	Positive rate of RT-PCR detection of SARS-CoV-2 infection in 4880 cases from one hospital in Wuhan, China, from Jan to Feb 2020.	
32145275	PMC7094472	Procalcitonin in patients with severe coronavirus disease 2019 (COVID-19): A meta-analysis.	
32093921	PMC7094554	One world, one health: The novel coronavirus COVID-19 epidemic.	
32170953	PMC7094785	Limiting spread of COVID-19 from cruise ships - lessons to be learnt from Japan.	
32219057	PMC7094941	The SARS-CoV-2 Vaccine Pipeline: an Overview.	
32015508	PMC7094943	A new coronavirus associated with human respiratory disease in China.	
32203437	PMC7094976	Insights from nanomedicine into chloroquine efficacy against COVID-19.	
32212099	PMC7094991	COVID-19 may transmit through aerosol.	
32218651	PMC7095077	Coronavirus outbreaks: prevention and management recommendations.	
32219006	PMC7095099	Modeling the epidemic dynamics and control of COVID-19 outbreak in China.	
32218652	PMC7095264	Is Pakistan prepared to tackle the coronavirus epidemic?	
32212103	PMC7095295	Practical considerations for performing regional anesthesia: lessons learned from the COVID-19 pandemic.	
32218613	PMC7095346	[Coronavirus disease in children-initial data from Wuhan].	
32015507	PMC7095418	A pneumonia outbreak associated with a new coronavirus of probable bat origin.	
32215677	PMC7095465	Suggestions for safety and protection control in Department of Nuclear Medicine during the outbreak of COVID-19.	
32108160	PMC7095779	Emergence of a novel human coronavirus threatening human health.	
32139890	PMC7095842	Author Correction: China's response to a novel coronavirus stands in stark contrast to the 2002 SARS outbreak response.	
32015560	PMC7095972	Communication, collaboration and cooperation can stop the 2019 coronavirus.	
31988464	PMC7096019	China's response to a novel coronavirus stands in stark contrast to the 2002 SARS outbreak response.	
32161408	PMC7096028	Lack of maternal-fetal SARS-CoV-2 transmission.	
32226695	PMC7096066	Acetazolamide, Nifedipine and Phosphodiesterase Inhibitors: Rationale for Their Utilization as Adjunctive Countermeasures in the Treatment of Coronavirus Disease 2019 (COVID-19).	
32209226	PMC7096178	Publishing in the time of COVID-19.	
32232219	PMC7096723	The COVID-19 Intubation and Ventilation Pathway (CiVP); a Commentary.	
32232218	PMC7096724	Prevalence of Underlying Diseases in Hospitalized Patients with COVID-19: a Systematic Review and Meta-Analysis.	
32209163	PMC7096774	Serological and molecular findings during SARS-CoV-2 infection: the first case study in Finland, January to February 2020.	
32186278	PMC7096775	Influenza-associated pneumonia as reference to assess seriousness of coronavirus disease (COVID-19).	
32209164	PMC7096776	Coronavirus disease (COVID-19) in a paucisymptomatic patient: epidemiological and clinical challenge in settings with limited community transmission, Italy, February 2020.	
32186277	PMC7096777	Rapidly increasing cumulative incidence of coronavirus disease (COVID-19) in the European Union/European Economic Area and the United Kingdom, 1 January to 15 March 2020.	
31969714	PMC7097208	Rapid outbreak response requires trust.	
32051570	PMC7097671	Novel coronavirus takes flight from bats?	
32218915	PMC7097833	"National Institute for the Infectious Diseases ""L. Spallanzani"", IRCCS. Recommendations for COVID-19 clinical management."	
32211820	PMC7097836	SARS-CoV-2 Transmission in Patients With Cancer at a Tertiary Care Hospital in Wuhan, China.	
32211816	PMC7097841	Association of Cardiac Injury With Mortality in Hospitalized Patients With COVID-19 in Wuhan, China.	
32119825	PMC7097845	Feasibility of controlling COVID-19 outbreaks by isolation of cases and contacts.	
32226292	PMC7098026	Tribute to health workers in China: A group of respectable population during the outbreak of the COVID-19.	
32226290	PMC7098027	Targeting the Endocytic Pathway and Autophagy Process as a Novel Therapeutic Strategy in COVID-19.	
32226295	PMC7098028	COVID-19: what has been learned and to be learned about the novel coronavirus disease.	
32226289	PMC7098029	Perspectives on therapeutic neutralizing antibodies against the Novel Coronavirus SARS-CoV-2.	
32226285	PMC7098030	SARS-CoV-2: an Emerging Coronavirus that Causes a Global Threat.	
32226286	PMC7098031	Zoonotic origins of human coronaviruses.	
32226287	PMC7098032	Evaluation of SARS-CoV-2 RNA shedding in clinical specimens and clinical characteristics of 10 patients with COVID-19 in Macau.	
32226284	PMC7098033	The global battle against SARS-CoV-2 and COVID-19.	
32226294	PMC7098034	Knowledge, attitudes, and practices towards COVID-19 among Chinese residents during the rapid rise period of the COVID-19 outbreak: a quick online cross-sectional survey.	
32226293	PMC7098035	The COVID-19 outbreak and psychiatric hospitals in China: managing challenges through mental health service reform.	
32226288	PMC7098036	Traditional Chinese Medicine in the Treatment of Patients Infected with 2019-New Coronavirus (SARS-CoV-2): A Review and Perspective.	
32226291	PMC7098037	Progression of Mental Health Services during the COVID-19 Outbreak in China.	
32125140	PMC7098069	Broad Spectrum Antiviral Agent Niclosamide and Its Therapeutic Potential.	
32217657	PMC7098479	Urgent need of a management plan for survivors of COVID-19.	
32139462	PMC7098480	Epidemiological characteristics of 2019-ncoV infections in Shaanxi, China by February 8, 2020.	
32139464	PMC7098482	The clinical dynamics of 18 cases of COVID-19 outside of Wuhan, China.	
32217649	PMC7098483	Clinical and CT features of early-stage patients with COVID-19: a retrospective analysis of imported cases in Shanghai, China.	
32217658	PMC7098484	Strategies for the prevention and management of coronavirus disease 2019.	
32217650	PMC7098485	Comorbidity and its impact on 1590 patients with Covid-19 in China: A Nationwide Analysis.	
32198275	PMC7098733	More awareness is needed for severe acute respiratory syndrome coronavirus 2019 transmission through exhaled air during non-invasive respiratory support: experience from China.	
32215589	PMC7099444	Antibodies in Infants Born to Mothers With COVID-19 Pneumonia.	
32215581	PMC7099527	Possible Vertical Transmission of SARS-CoV-2 From an Infected Mother to Her Newborn.	
32215598	PMC7099530	Neonatal Early-Onset Infection With SARS-CoV-2 in 33 Neonates Born to Mothers With COVID-19 in Wuhan, China.	
32048560	PMC7099638	The global spread of 2019-nCoV: a molecular evolutionary analysis.	
32200634	PMC7099673	Protein Structure and Sequence Reanalysis of 2019-nCoV Genome Refutes Snakes as Its Intermediate Host and the Unique Similarity between Its Spike Protein Insertions and HIV-1.	
32202421	PMC7099676	Can a Paper-Based Device Trace COVID-19 Sources with Wastewater-Based Epidemiology?	
32202420	PMC7099677	An Imperative Need for Research on the Role of Environmental Factors in Transmission of Novel Coronavirus (COVID-19).	
32216803	PMC7099829	Analysis of clinical characteristics and laboratory findings of 95 cases of 2019 novel coronavirus pneumonia in Wuhan, China: a retrospective analysis.	
32219471	PMC7100415	[Maternity protection-also during the corona crisis].	
32226636	PMC7100419	Lymphopenia predicts disease severity of COVID-19: a descriptive and predictive study.	
32220236	PMC7100442	Familial cluster of COVID-19 infection from an asymptomatic.	
32221635	PMC7100457	[Dealing with psychological distress by healthcare professionals during the COVID-19 pandemia].	
32219674	PMC7100464	Application of personal-oriented digital technology in preventing transmission of COVID-19, China.	
32215760	PMC7100484	Tilorone: a Broad-Spectrum Antiviral Invented in the USA and Commercialized in Russia and beyond.	
32221416	PMC7100493	Coronavirus and a greener future.	
32226353	PMC7100496	The Fear of COVID-19 Scale: Development and Initial Validation.	
32221306	PMC7100515	Characterization of spike glycoprotein of SARS-CoV-2 on virus entry and its immune cross-reactivity with SARS-CoV.	
32016738	PMC7100724	Coronavirus: Stehen wir am Beginn einer neuen Pandemie?	
32236385	PMC7100949	Outbreak investigation in cargo ship in times of COVID-19 crisis, Port of Santos, Brazil.	
32213476	PMC7101061	Digital Mental Health and COVID-19: Using Technology Today to Accelerate the Curve on Access and Quality Tomorrow.	
32144097	PMC7101177	What can early Canadian experience screening for COVID-19 teach us about how to prepare for a pandemic?	
32216872	PMC7101232	Mitigating the impact of conference and travel cancellations on researchers' futures.	
32219356	PMC7101506	Cardiovascular Implications of Fatal Outcomes of Patients With Coronavirus Disease 2019 (COVID-19).	
32219428	PMC7101507	Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma.	
32221852	PMC7101597	Simulation as a tool for assessing and evolving your current personal protective equipment: lessons learned during the coronavirus disease (COVID-19) pandemic.	
32222812	PMC7101866	Surviving Sepsis Campaign: guidelines on the management of critically ill adults with Coronavirus Disease 2019 (COVID-19).	
32222911	PMC7101875	Providing pharmacy services during the coronavirus pandemic.	
32220243	PMC7101882	Special attention to nurses' protection during the COVID-19 epidemic.	
32201080	PMC7102515	Spike protein recognition of mammalian ACE2 predicts the host range and an optimized ACE2 for SARS-CoV-2 infection.	
32220557	PMC7102517	Anesthetic Management of Patients Undergoing Aortic Dissection Repair With Suspected Severe Acute Respiratory Syndrome Coronavirus-2 Infection.	
32113846	PMC7102521	In silico screening of Chinese herbal medicines with the potential to directly inhibit 2019 novel coronavirus.	
32204922	PMC7102523	COVID-19, a worldwide public health emergency.	
32179126	PMC7102524	Timely blood glucose management for the outbreak of 2019 novel coronavirus disease (COVID-19) is urgently needed.	
32112886	PMC7102527	Characteristics of COVID-19 infection in Beijing.	
32229297	PMC7102528	Lessons Learned During the COVID-19 Virus Pandemic.	
32113880	PMC7102529	Corona Virus International Public Health Emergencies: Implications for Radiology Management.	
32171869	PMC7102530	Clinical progression of patients with COVID-19 in Shanghai, China.	
32173381	PMC7102533	Emergence of SARS-like coronavirus in China: An update.	
32165283	PMC7102534	COVID-19 - the role of mass gatherings.	
32109443	PMC7102535	Clinical and computed tomographic imaging features of novel coronavirus pneumonia caused by SARS-CoV-2.	
32105632	PMC7102538	Clinical course and outcomes of critically ill patients with SARS-CoV-2 pneumonia in Wuhan, China: a single-centered, retrospective, observational study.	
32112884	PMC7102539	Clinical characteristics and imaging manifestations of the 2019 novel coronavirus disease (COVID-19):A multi-center study in Wenzhou city, Zhejiang, China.	
32171952	PMC7102543	The SARS-CoV-2 outbreak: what we know.	
32184129	PMC7102544	The cancellation of mass gatherings (MGs)? Decision making in the time of COVID-19.	
32229322	PMC7102545	Diagnosis of the Coronavirus disease (COVID-19): rRT-PCR or CT?	
32111449	PMC7102546	2019 novel coronavirus disease (COVID-19) in Taiwan: Reports of two cases from Wuhan, China.	
32234343	PMC7102547	Monitoring Transmissibility and Mortality of COVID-19 in Europe.	
32205232	PMC7102548	Lianhuaqingwen exerts anti-viral and anti-inflammatory activity against novel coronavirus (SARS-CoV-2).	
32205204	PMC7102549	Hydroxychloroquine and azithromycin as a treatment of COVID-19: results of an open-label non-randomized clinical trial.	
32092539	PMC7102551	Is COVID-19 receiving ADE from other coronaviruses?	
32169481	PMC7102553	COVID-19 spike-host cell receptor GRP78 binding site prediction.	
32241685	PMC7102555	Climate Change, Covid-19, Preparedness, and Consciousness.	
32017984	PMC7102556	Measures for diagnosing and treating infections by a novel coronavirus responsible for a pneumonia outbreak originating in Wuhan, China.	
32171867	PMC7102560	Clinical characteristics of severe acute respiratory syndrome coronavirus 2 reactivation.	
32220422	PMC7102561	The host's angiotensin-converting enzyme polymorphism may explain epidemiological findings in COVID-19 infections.	
32205091	PMC7102572	Internationally lost COVID-19 cases.	
32147409	PMC7102573	Are children less susceptible to COVID-19?	
32088333	PMC7102576	Lessons learned from the 2019-nCoV epidemic on prevention of future infectious diseases.	
32035811	PMC7102579	Emerging threats from zoonotic coronaviruses-from SARS and MERS to 2019-nCoV.	
